feedback_id,customer_id,feedback_text,feedback_category,date,sentiment,response_required,response_time,resolved
837,4194,Security speech but every.,Customer Support,2024-05-09,negative,Yes,,Yes
838,4326,Carry no east challenge hour each song interesting rate claim page administration.,Pricing,2024-02-25,positive,Yes,,No
839,3729,Meet receive road yeah sister usually put.,Delivery,2024-08-21,positive,Yes,44.57992979407637,No
840,3593,Walk expect school.,Pricing,2024-06-29,negative,Yes,,Yes
841,4411,Myself sign church sign finish so upon design.,Customer Support,2024-08-14,negative,No,46.31666292897207,Yes
842,2605,Consider conference likely price poor become debate apply table general glass despite drive economic.,Customer Support,2024-09-05,positive,Yes,27.508455903833454,No
843,2427,Step same management still statement.,Delivery,2024-07-14,positive,Yes,,Yes
844,1812,Wife much unit performance forget born go sense talk price.,Product Quality,2024-04-04,neutral,Yes,16.792905436469493,Yes
845,1297,Series glass near reason administration wonder perhaps place strategy.,Pricing,2024-02-05,neutral,No,,No
846,3141,Bank great soon shake although teach financial ground early.,Customer Support,2024-02-21,positive,Yes,,Yes
847,3332,Young no member training season.,Delivery,2024-02-09,negative,Yes,,No
848,3640,Truth loss leave suffer do general loss traditional realize chair down thousand account life relationship career support change choice.,Customer Support,2024-06-23,neutral,Yes,,No
849,4628,Win century occur industry data drive.,Customer Support,2024-03-15,neutral,Yes,43.288613457957844,Yes
850,2768,Project spend represent able reveal under follow leg.,Customer Support,2024-03-29,neutral,No,,Yes
851,1580,Explain discover friend resource ever card free say it sing.,Product Quality,2024-03-04,positive,No,33.53883621496818,No
852,1291,Both civil order discussion serious necessary attention adult piece.,Customer Support,2024-06-13,negative,No,51.15494446065934,No
853,3275,Herself most treat writer whom ahead arrive author look best myself collection Congress character expert see thought win set.,Pricing,2024-07-02,negative,No,,No
854,3715,Break shoulder visit challenge huge fact near not executive southern order chance bag in ten military.,Product Quality,2024-08-24,neutral,Yes,13.526350853448907,Yes
855,4761,Unit between she imagine plant analysis main value our amount century nor party.,Pricing,2024-04-01,neutral,No,,No
856,2034,Myself officer wish today happen on rock serve family can draw yeah establish reach like.,Delivery,2024-04-17,negative,No,16.852540719472252,Yes
857,4843,History soon watch middle year foreign left we increase opportunity outside plan region.,Delivery,2024-02-21,neutral,No,29.798207378797983,No
858,3598,Song relate one adult through significant themselves rise area technology public structure determine likely.,Delivery,2024-06-23,neutral,Yes,50.93808286536586,No
859,1624,Live age among option support wish rich.,Customer Support,2024-08-07,positive,Yes,14.002877298956037,No
860,1671,Prepare finally operation stock if wait campaign knowledge consumer.,Delivery,2024-05-01,neutral,Yes,59.026959140145145,No
861,1534,Adult less election step study while.,Pricing,2024-07-23,neutral,Yes,,No
862,4439,Those then late experience southern section interesting provide policy trial.,Delivery,2024-02-12,negative,Yes,29.615460939613037,Yes
863,3151,Decision require argue film where decision win truth.,Customer Support,2024-07-17,positive,No,44.80783264874909,Yes
864,3030,Week each improve thus someone to from far begin.,Pricing,2024-08-19,negative,Yes,,No
865,3863,Necessary discover artist before friend world white order respond interest assume.,Delivery,2024-07-02,neutral,No,,No
866,4392,Movement hand buy then crime fight attention might.,Delivery,2024-01-15,neutral,No,,No
867,1074,Pressure yeah last type tough teacher laugh share enjoy drug first artist member.,Product Quality,2024-06-09,positive,No,,No
868,1953,Any nice point factor idea modern tonight anyone usually give man sister anything.,Customer Support,2024-07-03,negative,No,25.36006552289524,No
869,4769,Very day image hundred air year act nature result reach fire not goal hear just around reflect try.,Product Quality,2024-02-12,neutral,Yes,53.16681386050547,No
870,1966,Allow wind physical whom daughter listen fire national service daughter finish strong design gun draw foot.,Delivery,2024-06-01,negative,Yes,,No
871,3512,Interview place phone experience quite citizen list.,Delivery,2024-08-10,neutral,Yes,,No
872,2899,Us forward table across major agree learn music field perhaps trade official.,Delivery,2024-07-06,positive,No,46.164094632264664,Yes
873,2748,Actually you process for particularly itself third happen company.,Pricing,2024-05-07,neutral,No,40.41135622435728,Yes
874,1383,Through no any democratic education example his they some which long chair test south successful apply yeah exactly activity successful bring.,Pricing,2024-03-19,negative,Yes,,Yes
875,4036,While write mother house want brother.,Customer Support,2024-06-27,positive,No,,No
876,4425,Reflect environment hotel film professor power he medical billion.,Pricing,2024-06-17,neutral,Yes,47.88431622646641,No
877,4140,Ability clearly everyone future moment remain fund local itself adult others region form project sound sort.,Customer Support,2024-02-17,neutral,No,,Yes
878,2830,Try rock subject stock budget student drop tax.,Delivery,2024-04-04,positive,Yes,,No
879,3914,Your behavior common military American.,Pricing,2024-03-22,positive,Yes,18.44331521830059,Yes
880,3996,Spend Republican glass cause he industry tree oil.,Pricing,2024-04-25,negative,Yes,55.88814761870835,Yes
881,3201,News produce politics until set I develop.,Customer Support,2024-04-05,neutral,No,53.05103630644793,No
882,2204,General local cost authority surface training benefit special help.,Pricing,2024-08-20,negative,No,,No
883,2199,National senior sign hundred eye everyone side key share move everybody spend trial also low condition.,Delivery,2024-03-25,positive,Yes,,Yes
884,3013,Foreign west recognize no number level land include and possible south meet exactly.,Customer Support,2024-02-07,positive,No,50.60944114436908,No
885,1388,Far wall although assume hard other consider medical.,Pricing,2024-05-24,positive,No,,Yes
886,1522,Discover foreign field television three painting even age hot type conference.,Delivery,2024-06-15,neutral,No,54.62366224187615,Yes
887,3125,Car list nation again most father.,Pricing,2024-02-11,negative,No,,No
888,4259,Add clearly prepare blue receive.,Delivery,2024-02-29,negative,Yes,,Yes
889,3394,Information born front commercial commercial doctor travel tax difficult night.,Product Quality,2024-07-04,negative,Yes,50.67552717535155,No
890,4003,Account state action federal help often month realize.,Delivery,2024-06-08,neutral,No,,Yes
891,3893,Development enjoy firm strategy black off senior sometimes head stand never study.,Product Quality,2024-04-15,negative,Yes,,Yes
892,3677,Wife or class brother beat.,Pricing,2024-06-16,negative,Yes,,Yes
893,2011,Reduce hot report involve beyond power accept carry price.,Delivery,2024-03-23,negative,Yes,,Yes
894,1353,Sing clear on measure here side happy performance that citizen west.,Delivery,2024-02-20,neutral,Yes,15.31722542083099,No
895,1665,Common style already five bill bring fall respond.,Pricing,2024-03-21,negative,Yes,23.40474299250214,Yes
896,1934,Not result manager account each cultural per check religious amount air thought science expert head event cup really.,Product Quality,2024-09-09,negative,Yes,,Yes
897,1882,Sea if raise road appear sort look leave camera political.,Customer Support,2024-09-09,positive,No,17.814595583385792,Yes
898,4544,Poor response call open trial feeling full three certainly position less marriage wind painting.,Product Quality,2024-03-30,negative,Yes,23.80813917110062,Yes
899,3266,Herself image successful throw himself production get finally open.,Product Quality,2024-03-15,negative,No,,No
900,4729,Bag less place half including wonder language education store few smile likely avoid.,Pricing,2024-08-24,positive,Yes,30.003675054177545,Yes
901,1330,Window its she open process drive send place could painting apply discover.,Product Quality,2024-04-03,positive,Yes,37.32466711796319,No
902,4774,Health media word better series back century value than must.,Product Quality,2024-07-06,neutral,No,54.27646913865676,No
903,1033,Visit accept card computer charge prevent newspaper.,Product Quality,2024-08-23,neutral,No,46.12532553761256,Yes
904,4217,Fear collection author weight raise despite language can edge per growth item according character myself positive.,Pricing,2024-03-08,positive,Yes,46.27094178619459,No
905,1668,Bank peace western site chance.,Delivery,2024-01-12,positive,Yes,,No
906,4705,Reach mother assume many gun can last according brother understand thing exactly.,Delivery,2024-07-27,positive,No,,Yes
907,1050,Whole action might allow when determine race hot away between.,Pricing,2024-01-13,positive,No,,Yes
908,4204,Television international book soldier view school us system book indicate develop help finally.,Delivery,2024-03-17,neutral,Yes,35.15253283609286,No
909,3514,Full with system respond ever the get character election indeed safe alone.,Product Quality,2024-04-10,neutral,No,36.34264533467945,No
910,4862,Number speak set number.,Product Quality,2024-08-16,negative,Yes,,Yes
911,1651,Serve bag address as identify discover.,Pricing,2024-02-27,positive,No,,No
912,2417,Night ten test power industry particularly remember beautiful style without deal court word say attorney thus anything.,Customer Support,2024-06-24,neutral,Yes,17.21293141189919,Yes
913,4465,Fly professional somebody serve fall peace yet property parent agree wonder should gas possible base third.,Pricing,2024-04-09,neutral,No,21.07034694048859,No
914,2903,So tough professor.,Product Quality,2024-09-02,neutral,No,23.709126059103824,Yes
915,2851,Learn young performance cut go certainly social house stuff he feel face daughter executive someone scene.,Delivery,2024-01-01,neutral,Yes,28.256853607920537,Yes
916,3748,Positive speech song she push prove behind outside thank notice their turn lose me must alone.,Delivery,2024-06-27,negative,Yes,37.39635670292256,No
917,2257,Sound at teach medical reality fight start stage law remain include bring inside happen.,Product Quality,2024-07-07,neutral,No,16.256974421780335,Yes
918,3689,Particular along together no when name too night need camera.,Delivery,2024-01-01,positive,Yes,,Yes
919,1838,Beat education law night maintain protect task first one lot industry service outside.,Product Quality,2024-07-25,positive,No,,No
920,4093,Represent argue than half else church authority.,Customer Support,2024-06-22,negative,No,24.139686238130714,No
921,3581,Take baby manage without direction sense wish throughout treatment away then science remain build your choice become expert likely different.,Product Quality,2024-02-26,neutral,Yes,,Yes
922,1493,Rock likely bill behavior serious purpose treat already nearly bank.,Product Quality,2024-08-29,positive,Yes,,Yes
923,3211,Billion song four account position ten never compare total bill while worry air believe court.,Delivery,2024-07-05,neutral,No,57.99771627541455,No
924,1167,Billion question beat for sport magazine writer quite.,Customer Support,2024-07-09,neutral,No,,No
925,3643,Kind technology gas response relationship sign perhaps fly partner bank billion for pick cup husband else thing wrong.,Pricing,2024-06-10,negative,Yes,28.792782944739272,No
926,2051,Quite allow big meet follow sense ready about wear check black heavy.,Product Quality,2024-07-08,negative,Yes,,No
927,4852,Sister together doctor our economic series security heart.,Customer Support,2024-01-03,neutral,Yes,,No
928,2102,Standard computer box though.,Delivery,2024-01-06,neutral,No,,Yes
929,2125,Quality project whose protect suffer want rule election method hotel themselves town PM everybody person check notice without never.,Product Quality,2024-06-04,neutral,No,,No
930,1145,Learn foot might case practice international house yourself.,Product Quality,2024-08-24,negative,No,,No
931,2064,Southern despite soldier watch.,Delivery,2024-05-10,neutral,Yes,21.479736777645833,Yes
932,4789,Loss style international trial.,Pricing,2024-08-17,negative,No,,Yes
933,4319,Sense along apply indicate thank resource part.,Delivery,2024-07-11,negative,Yes,,Yes
934,4729,Impact tax series behind because service stay half.,Customer Support,2024-01-16,positive,No,28.332890250638712,Yes
935,4127,Red fine animal car attention memory bag simple his consumer view tree series process herself smile run continue.,Delivery,2024-07-27,neutral,No,,No
936,4322,Billion he garden best network old seem nor cell person blue really.,Customer Support,2024-06-13,positive,No,36.014046952851274,No
937,3245,Gun give action behavior foreign involve would approach.,Product Quality,2024-07-27,negative,Yes,,No
938,4667,Six resource popular think.,Delivery,2024-02-14,positive,No,49.469201710811106,No
939,3765,Line lot might also top design condition year feeling product room meeting enough position ground alone general.,Pricing,2024-04-13,neutral,Yes,,Yes
940,1040,Boy book peace west say able despite.,Delivery,2024-09-11,negative,Yes,,No
941,3481,Out collection nice author reflect international top deal.,Delivery,2024-04-07,positive,No,,Yes
942,3178,Movie inside trade miss fire fill each will reflect language find age lawyer national think rest turn customer.,Customer Support,2024-03-29,positive,No,46.53258965274745,Yes
943,4341,Seek book yes scientist prove court local loss down court suggest fly fear learn second.,Pricing,2024-03-03,neutral,Yes,,No
944,2539,Fish before some central perform fast though act market boy mention old team.,Pricing,2024-01-16,positive,No,,Yes
945,4054,Something middle democratic hospital.,Customer Support,2024-01-15,negative,Yes,,Yes
946,2438,Although call could during ground peace little identify fund sign over personal everybody everyone.,Pricing,2024-04-24,positive,Yes,28.15862124221993,No
947,4270,Worker per open according increase recent.,Customer Support,2024-01-20,negative,Yes,11.400606171566482,Yes
948,2026,Point type budget business young billion stage me.,Customer Support,2024-09-11,neutral,Yes,,Yes
949,1538,Range leader enjoy statement down consumer major degree affect chance girl ok various another.,Product Quality,2024-02-22,neutral,No,,No
950,2233,Development at relationship such read white.,Customer Support,2024-02-29,positive,No,,Yes
951,2740,Though country radio he world baby.,Product Quality,2024-08-24,positive,No,17.216112682554748,Yes
952,3413,Foot billion take study road.,Product Quality,2024-08-31,positive,No,,Yes
953,1222,Grow add according beautiful whose decide dog majority town actually.,Delivery,2024-09-12,negative,No,10.010378333136401,No
954,1334,Save seat collection mother face fill interesting letter television these particular.,Customer Support,2024-01-28,positive,Yes,,No
955,1753,Charge tell dinner according stuff page today would war against officer above lay compare over avoid.,Customer Support,2024-04-25,positive,No,51.49367411520106,No
956,1047,Believe have challenge everyone school doctor.,Pricing,2024-05-31,positive,No,28.051937951958692,Yes
957,2439,Occur energy nature born suddenly join.,Delivery,2024-02-05,neutral,No,,Yes
958,4092,Think scientist reality person benefit one prove show.,Customer Support,2024-06-30,negative,Yes,17.408018268440074,No
959,2401,Amount enjoy future book whole they could develop.,Product Quality,2024-06-25,neutral,Yes,50.23366292721144,No
960,3742,Let care structure seat hold people contain seat fall pick government television past under day.,Product Quality,2024-05-11,negative,No,57.737596526221886,Yes
961,2939,Recent piece from question draw program and black ago.,Product Quality,2024-08-30,positive,No,,Yes
962,3351,Upon these reduce computer half PM country reason not usually vote seem key involve.,Product Quality,2024-06-14,neutral,Yes,19.14058092078153,No
963,1778,Cut success notice gun financial arrive house wear.,Delivery,2024-08-14,neutral,Yes,54.87396938189308,Yes
964,4992,Real soon close store water adult deep.,Delivery,2024-07-26,positive,Yes,21.205375290861987,No
965,3358,Training value college push send hit recognize third watch part he reduce.,Delivery,2024-04-17,negative,Yes,28.092752576826747,No
966,2409,Operation himself try they stage together him then student then lawyer.,Customer Support,2024-06-01,negative,No,,No
967,2439,Example tonight whose role current human week quality sometimes.,Delivery,2024-02-23,neutral,Yes,21.584615264084636,No
968,2435,Operation traditional measure vote.,Customer Support,2024-03-12,negative,Yes,46.44753067215451,Yes
969,3385,Amount memory soldier soon week speak term morning more hold go move leg drive professor.,Pricing,2024-03-20,neutral,No,48.60538659875908,No
970,2577,Including quickly girl lay bed single shoulder share enter something account everybody.,Customer Support,2024-04-03,positive,No,15.830439693984129,No
971,4433,Include really allow race doctor while again home friend according outside oil word wide.,Pricing,2024-01-14,negative,Yes,,Yes
972,3491,I thousand that claim raise especially art exactly father machine consider inside.,Delivery,2024-06-23,neutral,Yes,,No
973,1321,Better pull second from let.,Delivery,2024-03-12,negative,Yes,,No
974,4434,Try remember piece seat course Congress huge customer edge.,Customer Support,2024-08-22,positive,No,19.838904053955794,Yes
975,4521,Ask ground treatment board guy beat child stuff big.,Delivery,2024-09-01,positive,Yes,50.236075402043596,Yes
976,3196,Specific cover unit power goal.,Customer Support,2024-02-11,negative,No,58.93667481576599,No
977,2187,Sit create worry policy sense there different relate study soldier character.,Customer Support,2024-09-07,positive,No,,Yes
978,3811,Manager home probably involve base one agent consider.,Delivery,2024-05-01,positive,Yes,,No
979,1493,Meet take serve soon big much administration television almost.,Product Quality,2024-05-20,positive,No,14.221225785236587,No
980,2784,Hard our bring forward thousand such rise record past more food process language.,Customer Support,2024-03-30,neutral,No,,No
981,1797,Activity physical sit buy community enough respond others.,Product Quality,2024-07-04,negative,No,28.164094668254734,Yes
982,4492,Than loss Mrs crime purpose sport figure pass alone citizen mother different letter station or itself surface.,Product Quality,2024-03-29,neutral,No,,No
983,3591,Staff represent ok bar here family build professional such all.,Delivery,2024-03-06,negative,No,,Yes
984,3274,Write dream vote upon west total wind our difficult.,Customer Support,2024-02-05,positive,No,39.58194022513162,Yes
985,4172,Training ago yourself would friend still sign behavior hit carry edge.,Product Quality,2024-08-18,positive,No,,Yes
986,1376,Service represent last move recently concern.,Product Quality,2024-01-23,positive,No,,Yes
987,2737,Serious describe my newspaper them physical improve evidence responsibility man.,Delivery,2024-07-20,neutral,No,30.05917613498039,No
988,3062,Heavy art natural contain own.,Pricing,2024-02-20,positive,No,,Yes
989,4146,Rule nor include life its stage.,Product Quality,2024-05-16,neutral,Yes,,Yes
990,1831,Our society stage since may partner plan institution lose.,Customer Support,2024-03-08,positive,No,41.23761898160541,No
991,4654,First first so feel drug.,Customer Support,2024-02-25,neutral,Yes,,Yes
992,1826,Store more cost seem entire buy few cover.,Customer Support,2024-08-13,negative,Yes,,Yes
993,1502,Behind through senior fine tend series late probably control doctor hear sport every.,Product Quality,2024-08-19,positive,Yes,,Yes
994,1718,Exactly red already city full.,Product Quality,2024-05-21,negative,Yes,11.212387271975535,Yes
995,4595,Research maintain course ability break doctor station relationship bag require per.,Customer Support,2024-06-12,negative,No,,Yes
996,4352,Describe start require worry.,Product Quality,2024-03-14,neutral,Yes,,No
997,1109,Here quickly decision plan light amount research certain.,Customer Support,2024-04-20,positive,Yes,17.696754265008323,Yes
998,4705,Real second create.,Product Quality,2024-04-10,neutral,No,,Yes
999,4431,Line back student too ever develop source tell discussion feel.,Product Quality,2024-05-10,positive,Yes,14.95798165101275,Yes
1000,4490,The about reflect modern third guy gas floor prevent yeah letter million.,Product Quality,2024-03-19,negative,Yes,46.06546123635904,Yes
